id	dep	circo	inscrits	abstentions	votants	blancs	nuls	exprimes	p1_panneau	p1_sexe	p1_nom	p1_prenom	p1_nuance	p1_voix	p2_panneau	p2_sexe	p2_nom	p2_prenom	p2_nuance	p2_voix	p3_panneau	p3_sexe	p3_nom	p3_prenom	p3_nuance	p3_voix	p4_panneau	p4_sexe	p4_nom	p4_prenom	p4_nuance	p4_voix	p5_panneau	p5_sexe	p5_nom	p5_prenom	p5_nuance	p5_voix	p6_panneau	p6_sexe	p6_nom	p6_prenom	p6_nuance	p6_voix	p7_panneau	p7_sexe	p7_nom	p7_prenom	p7_nuance	p7_voix	p8_panneau	p8_sexe	p8_nom	p8_prenom	p8_nuance	p8_voix	p9_panneau	p9_sexe	p9_nom	p9_prenom	p9_nuance	p9_voix	p10_panneau	p10_sexe	p10_nom	p10_prenom	p10_nuance	p10_voix	p11_panneau	p11_sexe	p11_nom	p11_prenom	p11_nuance	p11_voix	p12_panneau	p12_sexe	p12_nom	p12_prenom	p12_nuance	p12_voix	p13_panneau	p13_sexe	p13_nom	p13_prenom	p13_nuance	p13_voix	p14_panneau	p14_sexe	p14_nom	p14_prenom	p14_nuance	p14_voix	p15_panneau	p15_sexe	p15_nom	p15_prenom	p15_nuance	p15_voix	p16_panneau	p16_sexe	p16_nom	p16_prenom	p16_nuance	p16_voix	p17_panneau	p17_sexe	p17_nom	p17_prenom	p17_nuance	p17_voix	p18_panneau	p18_sexe	p18_nom	p18_prenom	p18_nuance	p18_voix	p19_panneau	p19_sexe	p19_nom	p19_prenom	p19_nuance	p19_voix	p20_panneau	p20_sexe	p20_nom	p20_prenom	p20_nuance	p20_voix	p21_panneau	p21_sexe	p21_nom	p21_prenom	p21_nuance	p21_voix	p22_panneau	p22_sexe	p22_nom	p22_prenom	p22_nuance	p22_voix
30_03	30	03	95517	48866	46651	586	208	45857	6	M	EGÉA	Jean	DXG	285	3	F	NOVARETTI	Monique	RDG	1526	10	F	OROMI	Sabine	NUP	9474	1	F	SCARAMOZZINO	Joëlle	ECO	808	2	F	MICHON	Catherine	ECO	845	4	F	GUICHARD	Anne	DIV	98	7	M	PRÉVOST	Christophe	REG	621	8	M	CELLIER	Anthony	ENS	12274	9	F	ARNAUD	Blandine	LR	3087	11	M	MOULIN	Jean-Marie	REC	3043	5	F	BORDES	Pascale	RN	13796																																																																		
30_04	30	04	94361	48737	45624	700	260	44664	13	M	GARCIA	Jérôme	DXG	691	7	M	BORD	Arnaud	NUP	11870	3	F	SCHUSTER	Nadine	ECO	1043	5	F	BIENKOWSKI	Stéphanie	ECO	468	11	M	NAPOLI	Stéphane	DIV	82	10	M	RIBOT	Philippe	ENS	9637	6	M	PASSIEU	Dominique Richard	DVC	864	12	F	MARTRE	Valérie	UDI	1400	4	M	GIRARD	Gaël	DVD	615	9	M	DE FARIA	Jean-Pierre	DVD	1631	8	M	BIAIS	Denis	DSV	669	2	F	WAGNER	Aurélie	REC	2046	1	M	MEURIN	Pierre	RN	13648																																																						
30_05	30	05	98493	48112	50381	904	337	49140	3	F	OLINET	Agnès	DXG	718	4	M	SALA	Michel	NUP	16451	5	F	ROCCO	Catherine	ECO	1181	1	M	MERAND	Didier	DIV	109	8	M	CAPALDI	Antoine	REG	1977	10	F	DAUFÈS-ROUX	Catherine	ENS	10399	7	M	CASANO	Nathan	DVC	305	11	F	BOYER	Léa	LR	3834	9	F	BRASSELET	Annie	DSV	666	2	F	BOZEC	Frédérique	REC	1918	6	M	LAUNAY	Jean-Marie	RN	11582																																																																		
30_06	30	06	84534	46482	38052	509	192	37351	5	F	TERBECHE	Aïcha	DXG	258	4	M	CADÈNE	Nicolas	NUP	9582	2	M	MAURIN	Jean-Claude	DVG	1109	8	M	GILLI	Stephane	ECO	657	10	M	BENSLIMA	Mounir	ECO	735	11	M	BERTA	Philippe	ENS	9107	1	F	GUILLOT	Sophie	DVC	175	9	M	COURDIL	François	LR	3438	6	M	STIVAL	Nicolas	DSV	493	7	M	GUILLEMIN	Stéphane	REC	2779	3	F	GARDET	Laurence	RN	9018																																																																		
31_01	31	01	83966	39462	44504	406	202	43896	3	M	LE PENVEN	Olivier	DXG	310	11	M	PICARD	Georges	DXG	0	7	M	BAPT	Pierre Nicolas	RDG	3128	9	M	CLOUET	Hadrien	NUP	17468	2	M	COMBES	Benjamin	ECO	625	8	F	BOUJAT	Evelyne	REG	1330	1	M	BAUDIS	Pierre	ENS	12314	6	M	ROCCA	Jacques	DVC	740	5	M	CASTILLO-MENDEGRIS	Oscar	LR	1637	10	F	BATTISTELLA	Aude	REC	2065	4	F	MARSAL	Cathy	RN	4279																																																																		
31_02	31	02	105303	49024	56279	751	302	55226	2	F	BARTHÉLÉMY	Clotilde	DXG	439	13	F	STAMBACH-TERRENOIR	Anne	NUP	20570	1	M	JOVIADO	Gilles	DVG	3840	3	F	GUIBERT	Adeline	DVG	250	8	F	CATHALA	Catherine	ECO	423	12	M	KARASIAK	Nicolas	ECO	846	6	F	DE TOURNADRE	Estelle	DIV	0	9	M	MARTIN	Pierre	DIV	305	11	M	BALES	Laurent	REG	354	5	M	LAGLEIZE	Jean-Luc	ENS	14807	7	F	GENNARO-SAINT	Christine	LR	3174	4	M	CAMPO	Charles	DSV	576	14	F	LORANS	Pauline	REC	2397	10	F	TEYCHENE	Sonia	RN	7245																																																
31_03	31	03	80720	33608	47112	411	196	46505	6	F	ADRADA	Malena	DXG	268	11	M	MUR	Patrice	RDG	1841	3	F	ROBY	Agathe	NUP	14695	5	M	SAFORCADA	David	DVG	96	12	M	LIGNIER	André Michel	DVG	0	2	M	CALMELS	Benoît	ECO	1588	9	M	SANVISENS	Clément	ECO	455	4	F	VIGNON	Corinne	ENS	13614	7	F	ARRIBAGÉ	Laurence	LR	7488	8	M	DE GUYENRO	Olivier	DVD	99	10	F	DULON	Camille	REC	2281	1	F	ALARCON	Stéphanie	RN	4080																																																												
31_04	31	04	68580	33016	35564	343	156	35065	2	M	MARCIREAU	Patrick	DXG	143	9	F	BRANDELY	Cécile	DXG	128	8	M	PIQUEMAL	François	NUP	16321	5	F	LAFARGE	Sandrine	DVG	192	7	F	SY	Khady-Alberte	DVG	134	11	F	JALOUNEIX	Anaïs	DVG	174	14	F	AGAG-BOUDJAHLAT	Fatiha	DVG	1676	4	M	SABATER	Raimon	ECO	414	6	M	DELMAS	Jacme	REG	562	13	F	CONSTANS	Marie-Claire	ENS	8273	12	M	CARSALADE	Jean-Pierre	DVC	5	10	M	SERP	Bertrand	LR	3084	3	M	COTTREL	Arthur	REC	1447	1	F	SADOWSKI	Ewa	RN	2512																																																
31_05	31	05	106905	53198	53707	859	370	52478	6	M	LASERGE	Michel	DXG	506	10	F	MOSDIER	Alizée	RDG	1479	5	F	ESPAGNOLLE	Sylvie	NUP	14615	12	F	GOMBERT	Laurence	DVG	636	9	F	VELO	Johanna	ECO	797	11	F	GRIEU	Anne	DIV	484	4	M	PIQUES	Jérôme	REG	1160	8	M	PORTARRIEU	Jean-François	ENS	15174	3	M	CHERONNET	Jean-Christophe	LR	1743	1	M	VIRGOS	Pascal	DSV	693	2	M	HONTANS	Bruno	REC	2260	7	M	LEONARDELLI	Julien	RN	12931																																																												
31_06	31	06	115543	53336	62207	909	386	60912	2	F	PUEL	Michele	DXG	422	3	M	JOUVE	Fabien	NUP	17904	1	F	HELMAN	Christelle	DVG	2697	6	M	MARTIN	Tristan	DVG	200	8	F	LAPORTE	Sandra	ECO	2657	13	F	PATER	Servane	ECO	777	9	M	QUINTON	Marc	DIV	469	7	F	IBORRA	Monique	ENS	18437	12	M	ALVES	Christophe	LR	2658	4	M	TARANTO	Thierry	DVD	501	11	F	BONNEMAISON	Sylvie	DVD	1169	14	F	LANOIX	Delphine	DSV	709	5	F	PIUSSAN	Dominique	REC	2081	10	F	AIELLO	Lydia	RN	10231																																																
31_07	31	07	106489	52407	54082	1064	376	52642	6	M	BERGNES	Hervé	DXG	468	4	M	BEX	Christophe	NUP	16149	9	M	MIDALI	Julien	DVG	1372	5	M	VON DEYEN	Romain	ECO	789	10	F	ETCHEVERRY	Sophie	DIV	489	1	M	ALBERT	Stéphane	REG	883	2	F	TOUTUT-PICARD	Elisabeth	ENS	13968	12	M	BANCHERIT	Christophe	LR	1650	11	F	EYMOND	Angelique	DVD	1148	7	M	THUARD	Florent	DSV	736	3	M	TESSEREAU	Georges-Henri	REC	2459	8	F	PINATEL	Emmanuelle	RN	12531																																																												
31_08	31	08	86154	39845	46309	810	435	45064	3	F	GUIRAUD	Martine	DXG	367	1	M	AVIRAGNET	Joël	DVG	12920	2	F	FAUVERNIER	Annabelle	DVG	7900	7	M	HARARI	François	DVG	309	11	M	MONCASI	Simon	ECO	513	8	M	KARNIKIAN	Vartan	DIV	9	4	F	LAURENTIES-BARRERE	Céline	ENS	9281	6	M	SERRE	Wilfried	DVD	1375	9	F	BAILLY	Amélie	DSV	765	10	M	RIERE	Yves	REC	1782	5	M	DELCHARD	Loic	RN	9843																																																																		
31_09	31	09	80643	39244	41399	505	240	40654	6	M	MARTIN	Henri	DXG	447	11	F	SIRUGUE	Chantal	DXG	0	4	F	ARRIGHI	Christine	NUP	16167	2	M	COLOMINA	Damien	DVG	59	12	M	RÜMLER	Paul	DVG	1998	1	F	DOROY	Juliette	ECO	458	8	M	BAUD	Robert	ECO	1326	10	M	BENSLIMANE	Younès	DIV	330	5	F	MÖRCH	Sandrine	ENS	10265	9	F	DUFRAISSE	Cecile	LR	1954	3	M	AUDISIO	Jérôme	REC	1869	7	M	BARKATS	Thomas	RN	5781																																																												
31_10	31	10	103426	43111	60315	1040	356	58919	9	F	SOUCHE	Lucile	DXG	466	12	F	PALAT	Nadine	DXG	0	1	F	ASSIER	Alice	NUP	19535	2	M	SCHMITT	Eric	DVG	269	6	F	GIMENO	Séverine	ECO	1667	7	F	CONTE MARGAIL	Sandrine	ECO	568	5	M	CORSO	Gilles	DIV	183	13	F	FAURE	Dominique	ENS	17720	11	M	ZITOUNI	Réda	DVC	1268	8	F	RESPAUD	Stéphanie	LR	3088	10	M	MARQUIE	Baptiste	DVD	2919	4	F	BOURLAND	Ghislaine	REC	2289	3	F	POIRIER	Christelle	RN	8947																																																						
32_01	32	01	73810	32134	41676	1068	438	40170	10	M	CHARETON	Jean-Louis	DXG	237	9	F	THEYE	Sylvie	RDG	4060	5	M	LEVIEUX	Pascal	NUP	10219	3	F	LARRÉ	Nadine	ECO	1236	8	F	DEL CASTILLO	Bernadette	ECO	199	6	M	DAVEZAC	Jean-Luc	REG	717	7	M	CAZENEUVE	Jean-René	ENS	12648	4	F	OLIVIER-GOMOLKO	Maggy	DSV	681	2	F	CAZES	Aurore	REC	1971	1	M	YELMA	Jean-Luc	RN	8202																																																																								
32_02	32	02	73847	32140	41707	736	328	40643	4	F	MARTIN	Michèle	DXG	160	10	F	GOUDENNE	Angélique	DXG	257	12	F	DUBOS	Françoise	NUP	7122	13	F	TOUATI	Samira	DVG	0	14	M	TAUPIAC	David	DVG	9815	11	F	HUSEINBASIC	Merima	ECO	419	3	M	SOCCIO	Christopher	DIV	232	5	M	GEIGER	Frank	DIV	353	6	M	FOURCADE DUTIN	Frédéric	REG	130	1	F	BOURCIER	Maëva	ENS	7888	9	M	GABAS	Michel	LR	4873	7	F	AGIER	Sylvie	DSV	588	8	M	MONTEIL	Eric	REC	1830	2	F	CENDRÉ	Alice	RN	6976																																																
33_01	33	01	104109	52049	52060	576	203	51281	3	F	LARROQUET	Isabelle	DXG	165	4	F	CHARTIER GRIMAUD	Claire	DXG	118	13	F	QUANDALLE	Fanny	DXG	250	14	F	CESTARI	Catherine	NUP	14006	8	M	THOMAS	Damien	DVG	1794	10	M	SABOULARD	Medhi	DVG	462	1	F	DUFAURE	Esther	ECO	483	11	M	BLANCHARD	Laurent	ECO	853	9	M	VISAGE	Kylian	DIV	11	15	M	ROCHE	Jean-Pierre	DIV	398	5	M	CAZENAVE	Thomas	ENS	19604	12	M	NJIKAM	Pierre De Gaetan	LR	4116	2	M	LOUSTAUNAU	Xavier	DVD	1226	7	M	GRATTEPANCHE	Jean-Louis	REC	2866	6	M	PALUTEAU	Bruno	RN	4929																																										
33_02	33	02	72287	33986	38301	393	114	37794	1	M	DUPONT	Guy	DXG	331	9	M	THIERRY	Nicolas	NUP	17054	3	M	LAMBERT	Maxime	ECO	630	8	F	LAURENT	Honorine	ECO	296	7	M	MAGNE	Didier	DIV	319	4	F	FABRE	Catherine	ENS	12407	5	F	CUNY	Emmanuelle	LR	2799	2	F	BELMONDO	Bruna	DVD	108	6	M	MILLAC	Mikaël	DVD	1	11	F	TOURNAY	Virginie	REC	1879	10	M	LE CAMUS	Pierre	RN	1970																																																																		
33_03	33	03	89487	44682	44805	638	220	43947	4	M	MARHADOUR	Éric	DXG	314	11	M	DAUREL	François	DXG	260	2	M	BOUTOT	Yannick	RDG	2273	5	M	PRUD'HOMME	Loïc	NUP	19730	12	M	VAY	Thierry	ECO	758	3	F	SAVINO	Flora	DIV	113	6	F	MATHO	Morgan	DIV	6	8	M	MARC	Laurent	DIV	215	7	M	ROBERT	Fabien	ENS	12947	1	F	DAYAN	Asia	UDI	1335	9	M	DOUMENGE	Cyrille	REC	1248	10	F	BASTERES	Maryvonne	RN	4748																																																												
33_04	33	04	98440	54125	44315	619	228	43468	7	F	CASANOVA	Monica	DXG	335	8	F	BRIVARY	Anne-Isabelle	DXG	429	5	M	DAVID	Alain	NUP	17628	4	F	DESTANDAU	Ambre	ECO	733	6	F	KARACA	Melissa	ENS	10431	1	M	FILLANG	Jean Patrice	DVD	1561	3	F	GAILLARD	Christine	DVD	842	11	M	BERNAUD	Kevin	DVD	543	2	F	MATHIEU	Marie-Mauricette, Simone	DSV	96	9	M	GARNIER	Philippe	REC	1679	10	F	RECHAGNEUX	Julie	RN	9191																																																																		
33_05	33	05	120985	61029	59956	1110	449	58397	1	M	FAGEGALTIER	Thierry	DXG	756	3	M	MANEIRO	Olivier	NUP	15134	2	F	BASTIEN	Virginie	ECO	946	11	M	OPIFEX	Vincent	DIV	1	5	F	NOUETTE GAULAIN	Karine	ENS	14876	8	M	SIMIAN	Benoît	DVC	2150	6	F	CHAINE-RIBEIRO	Viviane	LR	2485	10	M	SENCE	Stephane	DVD	2472	7	F	GHIBAUDO	Maryse	DSV	648	4	F	MAURY	Roxane	REC	2257	9	M	DE FOURNAS	Grégoire	RN	16672																																																																		
33_06	33	06	108026	51615	56411	854	259	55298	1	M	PERCHET	Guillaume	DXG	467	4	F	FERGEAU-RENAUX	Vanessa	NUP	18765	5	M	MORISSET	Marc	DVG	340	6	F	MVONDO	Esther	ECO	845	11	F	PLOUVIER	Stephanie	ECO	981	7	M	FLORIT	Jonathan	DIV	179	8	M	DE PINA	Jean-Christophe	DIV	37	10	M	CANOVAS	Raphael	DIV	2	13	M	POULLIAT	Eric	ENS	19258	14	M	DOVICHI	Thomas	LR	2815	3	M	BONHOMME	Franck	DVD	639	9	M	ALVES	Alain	DSV	574	2	M	PARIS	Jérôme	REC	2174	12	M	BOURLIEUX	Jimmy	RN	8222																																																
33_07	33	07	79767	36857	42910	633	220	42057	11	F	ORATTO	Monique	DXG	432	3	M	FERRAN	Jean-Renaud	NUP	14513	8	F	BONNET	Rozenn	DVG	4	5	F	LEGENDRE	Audrey	ECO	1329	9	F	FRANCHISET	Anne Marie	ECO	345	2	M	MINGAM	John	DIV	458	7	F	COUILLARD	Bérangère	ENS	15252	4	M	RAUTUREAU	Benoît	LR	2864	1	M	FOURNIER	Vincent	DSV	491	6	M	BONNET	Dany	REC	1455	10	F	ERB	Francine	RN	4914																																																																		
33_08	33	08	119801	58927	60874	781	285	59808	2	M	COSTE	Rémy	DXG	388	10	F	FAURE	Marylène	NUP	11269	9	M	CHAUTEAU	Alain	DVG	2211	4	M	BRUSTLE SANTINI	Hans	ECO	852	6	M	RICHON	Eric	DIV	831	8	F	ROCCHI	Veronique	DIV	590	5	F	PANONACLE	Sophie	ENS	20943	1	M	MORIN	Marc	LR	5964	7	F	PORTELAS LEPELLETIER	Christele	DVD	753	11	F	RIVAULT	Lydie	DSV	789	3	F	ISNARD	Alexane	REC	3420	12	M	LAMARA	Laurent	RN	11798																																																												
33_09	33	09	102166	49428	52738	1102	400	51236	3	M	DELCAMP	Jean-Philippe	DXG	801	2	M	DETRIEUX	Serge	RDG	3074	1	M	ANDRÉ	Sacha	NUP	12415	6	F	VILTET	Valérie	ECO	883	7	M	BESSET	Guillaume	DIV	10	11	M	LALOUBÈRE	Jean-Claude	DIV	445	4	F	METTE	Sophie	ENS	14732	9	M	CARDOIT	Rene	LR	2802	12	F	CRUSE	Armelle	DVD	1123	8	F	GELLÉ	Milène	DSV	703	13	F	BOGO	Maëva	DSV	104	10	F	MANTEL	Sylvie	REC	2136	5	M	OBRADOR	Damien	RN	12008																																																						
33_10	33	10	83277	40667	42610	781	347	41482	9	F	HALBIN	Hélène	DXG	507	5	F	PLANTON	Veronique, Raymonde	RDG	2034	3	M	BOURGOIS	Pascal	NUP	9705	6	F	BERNARD	Muriel	DVG	0	8	F	GUILBERT	Amélie	ECO	606	10	F	DEJONG-PAUSS	Angélique	DIV	262	2	M	BOUDIÉ	Florent	ENS	13565	4	F	FLEURY	Catherine	DSV	593	7	M	MALHERBE	Gonzague	REC	2582	1	F	CHADOURNE	Sandrine	RN	11628																																																																								
33_11	33	11	98734	50204	48530	823	369	47338	2	F	AHMIMOU	Zina	DXG	331	5	M	NOURY	Bastien	RDG	1096	1	M	CAILLAUD	Mathieu	NUP	10768	3	F	GOGUET	Caroline	ECO	1318	8	F	BLATTER	Regine	ECO	399	10	M	RENY	Charles	DIV	301	12	F	HAMMERER	Véronique	ENS	11230	11	F	PICARD	Cecile	LR	940	6	M	PUYJALON	Eddie	DVD	632	7	M	GRANGÉ	Bruno	DSV	534	4	F	CHALOPIN	Caroline	REC	1127	9	F	DIAZ	Edwige	RN	18662																																																												
33_12	33	12	88115	40934	47181	660	283	46238	6	M	LAVIN	Richard	DXG	414	9	F	FELD	Mathilde	NUP	12455	1	M	MARTY	Bruno	DVG	4494	8	F	SILVERIO	Véronique	ECO	736	3	M	LAVERGNE	Pascal	ENS	11366	2	M	MERCIER	Bastien	LR	2101	5	M	D'AMECOURT	Yves	DVD	2831	10	F	JACQUELIN	Yunyue	DSV	558	7	M	MARQUES	François-Xavier	REC	1908	4	F	JACQUEMIN	Hager	RN	9375																																																																								
34_01	34	01	90089	48659	41430	603	205	40622	5	F	TROUSSELIER	Sylvie	DXG	150	6	F	LACHIVER	Morgane	DXG	192	8	M	DEPRET	Florian	RDG	3289	9	M	COLET	Julien	NUP	10943	1	M	RIVET-MARTEL	Vincent	ECO	1178	13	M	COURNET	Jean-Philippe	ECO	397	10	M	LEBOON	Hugo	DIV	41	3	F	ROUSSEL	Eva	REG	185	11	F	MIRALLES	Patricia	ENS	10087	7	M	CHAVEROCHE	Eric	LR	1466	4	M	MOXIN	Michel	DVD	1044	15	M	BOCCADIFUOCO	Patrice	DVD	292	2	M	ALZINGRE	Victor	DSV	475	14	F	MEDINA	Florence	REC	2523	12	F	JAMET	France	RN	8360																																										
34_02	34	02	65416	36465	28951	299	136	28516	5	M	MICHEL	Didier	DXG	133	2	F	OZIOL	Nathalie	NUP	11513	4	M	ROQUE	Manuel	DVG	100	6	F	BELLAREDJ	Fatima	DVG	3406	7	F	RESSIGUIER	Muriel	DVG	1424	12	M	ASSIÉ	Frédéric	DVG	89	3	F	ZBAIRI	Kadija	ECO	130	16	M	LECHAT	Philippe	ECO	296	9	M	OLHASQUE	William	DIV	5	14	F	YAGUE	Annie	ENS	5282	1	M	BENALI	Mahfoud	DVC	1011	8	M	DALMAU	Flavio	DVC	70	13	F	BRISSAUD	Anne	DVC	896	10	F	BRIOT	Valérie	UDI	476	15	F	DEFRETIN	Sophie	REC	1195	11	F	MANGANO	Flavia	RN	2490																																				
34_03	34	03	92308	44901	47407	495	213	46699	5	M	GACHON	Serge	DXG	246	4	F	MIGNACCA	Julia	NUP	12416	1	M	BERGEON	Jean Luc	DVG	4370	8	M	SAUREL	Philippe	DVG	2070	2	M	CARABASSE	Denis	ECO	555	10	M	BOUDAUD-ANDUAGA	Alexis	ECO	996	11	M	COMBET	Laurian	DIV	338	6	F	CRISTOL	Laurence	ENS	12457	7	M	BERTHET	Alain	LR	2603	3	M	LAURON	Nicolas	REC	2568	9	F	MAUREL	Johana	RN	8080																																																																		
34_04	34	04	119166	58040	61126	797	311	60018	3	F	LARUE	Florence	DXG	308	11	M	PUGENS	Jean-Pierre	RDG	5139	10	M	ROME	Sébastien	NUP	16841	7	F	PÉRÉA	Julie	DVG	186	5	M	CASSARINI	Stéphane	ECO	1240	14	M	GIAI GIANETTO	Sébastien	ECO	645	1	M	LE ROMAIN	Pierre	DIV	0	9	M	ELIAOU	Jean-François	ENS	12527	13	M	FRANCIS	Joseph	UDI	1724	6	M	FLEURY	Jean-Noël	DVD	1306	8	M	GARCIA	Michel	DVD	2181	12	M	BASTIDE D'IZARD	Pierre	DVD	578	4	M	DUCAMP	Roger	DSV	625	2	M	ARGUEL	Alexandre	REC	3085	15	F	BOUQUIN	Manon	RN	13633																																										
34_05	34	05	98962	48849	50113	733	309	49071	5	F	CHESNARD	Véronique	DXG	44	6	M	MANENC	Aurélien	RDG	7713	2	M	POLARD	Pierre	NUP	11932	3	F	BEDU	Marie	ECO	406	4	M	ROUANET	William	ECO	1209	8	F	VIALA	Céline	ECO	211	7	M	HUPPÉ	Philippe	ENS	8378	10	M	MARCHAND	Lewis	LR	1364	12	M	SALVAING	Charles	DVD	1199	1	F	MARQUET	Régine	DSV	718	9	M	VINUESA	Richard	REC	2091	11	F	GALZY	Stéphanie	RN	13806																																																												
34_06	34	06	93913	51352	42561	538	206	41817	8	M	GILHODES	Laurent	DXG	79	7	F	BRUTUS	Florence	RDG	2607	6	F	CROZIER-DANIEL	Magali	NUP	7131	3	F	FERRAND	Sylvie	ECO	431	4	F	BERNARDI	Samantha	ECO	363	12	F	ROSSARD	Solène	ECO	539	9	M	KARGES	Stéphane	DIV	95	5	F	TASTAVY	Mathilde	ENS	6530	1	F	TAILLADE	Florence	LR	936	11	M	ESSOMBA	Oscar	DVD	2	13	F	MÉNARD	Emmanuelle	DVD	19136	2	F	NOEL	Isabelle	DSV	550	10	M	FABRE-LUCE	Henri	REC	3418																																																						
34_07	34	07	108908	56037	52871	681	340	51850	5	F	GONZALES	Jacqueline	DXG	241	7	M	PILAUDEAU	Daniel	DXG	366	6	M	BLASCO	Gabriel	NUP	11278	1	F	GARCIN-SAUDO	Julie	DVG	3404	3	F	RICHAUD	Magali	ECO	640	8	M	SULTANI	Guillaume	ECO	850	11	M	EUZET	Christophe	ENS	10031	4	M	MICHEL	Yves	DVD	5328	10	M	GALLERAND	Georges	DSV	651	9	F	CAVAILLÉ	Audrey	REC	2982	2	M	LOPEZ LIGUORI	Aurélien	RN	16079																																																																		
34_08	34	08	94368	50427	43941	641	249	43051	12	M	GARNIER	Thomas	DXG	233	7	M	CARRIERE	Sylvain	NUP	12634	10	M	ANDRIEU	Olivier	DVG	1918	2	M	ROGER	Jean-Baptiste	ECO	1116	6	F	CESARI	Elsa	ECO	516	8	M	AUDRIN	Jean-François	ENS	10453	11	M	THIRY	Stanislas	DVC	468	1	F	LEFEUVRE-ROUMANOS	Nathalie	LR	1570	3	F	BRITTO	Marie-France	DVD	592	4	F	VIALLARD	Colette	DSV	591	9	M	SYLVESTRE	Franck	REC	2231	5	M	DELAPIERRE	Cédric	RN	10729																																																												
34_09	34	09	89422	48749	40673	604	220	39849	6	M	CHAYNES	Maurice	DXG	192	10	F	BELAOUNI	Nadia	NUP	11033	7	F	BAGUET	Brigitte	ECO	1012	8	F	LOTTA	Matilda	ECO	758	9	F	GARNIER	Valérie	ECO	286	4	M	VIGNAL	Patrick	ENS	11307	5	M	BOUSCARAIN	Jean-François	LR	2267	1	F	MOUKRIM	Jamila	DSV	575	2	F	BOUISSET	Maya	REC	2361	3	M	BORT	Frédéric	RN	10058																																																																								
35_01	35	01	93482	43440	50042	773	321	48948	11	M	PRIET	Laurent	DXG	231	12	F	HAMON	Valérie	DXG	497	14	M	MATHIEU	Frédéric	NUP	19220	4	M	LE MOING	Yannick	ECO	2470	7	F	BOURIEL	Gwenola	ECO	506	1	M	GAUMONT	Martin	DIV	355	3	M	BAJJOUJ	Khalid	DIV	143	5	M	GIRARD	Sébastien	REG	274	13	M	MONNIER	Jean-François	REG	1032	6	F	SAOUD	Hind	ENS	15992	8	M	BARGUIL	Jean-Bruno	DVC	1902	9	M	ROULEAU	Gautier	DSV	463	2	M	SIEGWARD	Laurent	REC	1184	10	F	DESPREZ	Nadine	RN	4679																																																
35_02	35	02	98259	42410	55849	913	282	54654	7	F	DEFRANCE	Florence	DXG	619	9	M	LAHAIS	Tristan	NUP	21596	3	M	MARION	Victor	ECO	676	10	F	BEN LAHCEN	Sofia	DIV	84	1	F	LAHOGUE	Mathilde	REG	1154	8	M	EGRON	Maël	REG	375	2	F	MAILLART-MÉHAIGNERIE	Laurence	ENS	22630	5	M	JAMBU	Marc-Antoine	DSV	718	6	M	CHAROTE	Jean-Pierre	REC	2204	4	F	CADIOU	Stéphanie	RN	4598																																																																								
35_03	35	03	91835	43669	48166	768	308	47090	6	M	AMISSE	Jean-Louis	DXG	587	10	F	ROUAUX	Claudia	NUP	16822	1	M	PLOQUIN	Matthieu	DVG	580	5	F	BRETEL	Céline	ECO	746	7	M	FARAH	Karim	DIV	82	8	M	GUIHARD	Mathieu	REG	593	9	M	MARTINS	Christophe	ENS	15317	4	F	PARMENTIER	Mélina	LR	4015	3	M	MERLIERE	David	REC	1350	2	F	PRUNIER	Astrid	RN	6998																																																																								
35_04	35	04	95807	47381	48426	893	401	47132	4	M	LOHYN	Christian	DXG	156	8	F	CHIRAZI	Sandra	DXG	483	1	F	HIGNET	Mathilde	NUP	15371	10	M	DESMOULIN	Gil	DVG	1158	5	F	TETAUD	Sarah	ECO	531	12	M	HAUTIER	Ludovic	DIV	220	2	F	DEVRIENDT	Jocelyne	REG	461	11	F	BLATERON	Céline	REG	761	7	F	PATAULT	Anne	ENS	14035	13	M	FRANÇOIS	Jacques	LR	3715	3	F	OLIVIÉRO	Valérie	DSV	731	9	F	BLEIVAS	Mireille	REC	1265	6	M	ORAIN	Gabriel	RN	8245																																																						
35_05	35	05	109714	54316	55398	939	445	54014	8	F	JARNY	Christelle	DXG	427	1	M	RENAULT	Gilles	NUP	14069	4	M	AUSTERLITZ	Michel	DVG	1262	9	F	STUBERT	Marion	ECO	744	2	F	DELINE	Pamela	DIV	411	6	F	LE NABOUR-CLOAREC	Christine	ENS	18595	5	M	HOUILLOT	Jonathan	LR	9067	10	M	BEAURAIN	Denis	DSV	722	3	F	DE BLIC	Marie	REC	1469	7	F	GILOIS	Françoise	RN	7248																																																																								
35_06	35	06	90274	43256	47018	791	335	45892	9	M	HUBERT	Ludovic	DXG	523	1	F	MOCQUARD	Hélène	NUP	11762	4	M	AUBRÉE	Adrien	ECO	500	2	F	FLOCH	Nolwenn	DIV	371	5	F	MURGEANU	Maricela	REG	328	3	M	BENOIT	Thierry	ENS	21513	6	M	MARION	Tangi	LR	1825	10	F	ANDRÉ	Dominique	DSV	486	7	F	BECHADERGUE	Emilie	REC	966	8	M	PENNELLE	Gilles	RN	7618																																																																								
