dep	circo	panneau	sexe	nom	prenom	nuance_ministere	nuance_lemonde	bloc_lemonde	parti_lemonde
80	01	7	M	BAUDRY	Jean-Patrick	DXG	LO	Extrême gauche	Lutte ouvrière
80	01	8	M	VANDEPLASSCHE	Thierry	ECO	Anim.	Divers	Parti animaliste
80	01	9	M	RUFFIN	François	NUP	LFI-Nupes	Nupes	La France insoumise
80	02	1	F	REITZMAN	Dominique	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
80	02	2	M	CARON	Aurélien	DVD	div. d.	Droite	divers droite
80	02	3	M	BOREL	Bernard	DVD	MdR	Divers	Mouvement de la ruralité
80	02	4	F	SOYER	Aurélie	REC	Rec.	Reconquête	Reconquête !
80	02	5	F	L'AMINOT	Sandrine	ECO	Anim.	Divers	Parti animaliste
80	02	6	F	HERMANS	Nadia	RN	RN	Rassemblement national	Rassemblement national
80	02	7	F	DEVAUX	Valérie	UDI	UDI	LR-UDI	Union des démocrates et indépendants
80	02	8	M	PALENI	Bruno	DXG	LO	Extrême gauche	Lutte ouvrière
80	02	9	F	POMPILI	Barbara	ENS	LRM-Ensemble	Ensemble	La République en marche
80	02	10	F	HAMDANE	Zahia	NUP	LFI-Nupes	Nupes	La France insoumise
80	03	1	M	DEVAUX	Frédéric	ECO	Anim.	Divers	Parti animaliste
80	03	2	F	MASSONNEAU	Marine	DVC	div. c.	Centre	divers centre
80	03	3	M	MONGIN	David	DVG	écol.	Divers	divers écologistes
80	03	4	M	LOTTIN	Nicolas	RN	RN	Rassemblement national	Rassemblement national
80	03	5	M	MIRAMONT	François	REC	Rec.	Reconquête	Reconquête !
80	03	6	F	FINEL	Marianne	DVG	FGR	Gauche	Fédération de la gauche républicaine
80	03	7	M	PETIT	Arnaud	NUP	PCF-Nupes	Nupes	Parti communiste français
80	03	8	M	VALET	Michel	DXG	LO	Extrême gauche	Lutte ouvrière
80	03	9	F	BRANLANT	Albane	ENS	LRM-Ensemble	Ensemble	La République en marche
80	03	10	F	PONSARD	Anabelle	DSV	Pat.	Extrême droite	Les Patriotes
80	03	11	M	MAQUET	Emmanuel	LR	LR	LR-UDI	Les Républicains
80	04	1	F	DELGOVE	Rachèle	DSV	DLF	Extrême droite	Debout la France
80	04	2	F	HÉREN	Elodie	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
80	04	3	M	LECLABART	Jean-Claude	ENS	LRM-Ensemble	Ensemble	La République en marche
80	04	4	M	JACQUES	Vincent	LR	MdR	Divers	Mouvement de la ruralité
80	04	5	M	TANGUY	Jean-Philippe	RN	RN	Rassemblement national	Rassemblement national
80	04	6	M	SERREAU	Dany	ECO	Anim.	Divers	Parti animaliste
80	04	7	M	MAGUIN	Jacques	REC	Rec.	Reconquête	Reconquête !
80	04	8	M	VITOUX	Guy	DXG	LO	Extrême gauche	Lutte ouvrière
80	04	9	M	MAKOWSKI	Adam	DSV	ext. d.	Extrême droite	divers extrême droite
80	05	1	M	BEAUVARLET	Laurent	REC	Rec.	Reconquête	Reconquête !
80	05	2	F	MENACHE	Yael	RN	RN	Rassemblement national	Rassemblement national
80	05	3	M	ANCELET	Guillaume	NUP	LFI-Nupes	Nupes	La France insoumise
80	05	4	F	LEGOT	Sabine	DSV	Pat.	Extrême droite	Les Patriotes
80	05	5	M	GRÉBIL	Claude	ECO	Anim.	Divers	Parti animaliste
80	05	6	M	LABILLE	Grégory	LR	LR	LR-UDI	Les Républicains
80	05	7	M	LEVEQUE	Adrien	DVD	MdR	Divers	Mouvement de la ruralité
80	05	8	F	CARON-DECROIX	Virginie	ENS	LRM-Ensemble	Ensemble	La République en marche
80	05	9	F	LAUNAY	Hélène	DXG	LO	Extrême gauche	Lutte ouvrière
81	01	1	M	GILLES	Roland	DVD	div. d.	Droite	divers droite
81	01	2	F	ROQUES-ETIENNE	Muriel	ENS	LRM-Ensemble	Ensemble	La République en marche
81	01	3	F	ANDRIEU	Patricia	ECO	écol.	Divers	divers écologistes
81	01	4	M	PIRÈS	Rodolphe	LR	LR	LR-UDI	Les Républicains
81	01	5	M	BARDY	Stéphane	REC	Rec.	Reconquête	Reconquête !
81	01	6	M	RICCI	Johann	DVD	LRM dis.	Centre	dissident La République en marche
81	01	7	M	CHAVEGRAND	Eric	DXG	LO	Extrême gauche	Lutte ouvrière
81	01	8	M	MOULIN	Etienne	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
81	01	9	M	CABROLIER	Frédéric	RN	RN	Rassemblement national	Rassemblement national
81	01	10	M	POUJADE	Gérard	NUP	LFI-Nupes	Nupes	La France insoumise
81	01	11	F	CAPO ORTEGA	Julie	DVD	div. d.	Droite	divers droite
81	01	12	M	LAPEYRE	Philippe	DSV	Pat.	Extrême droite	Les Patriotes
81	02	1	F	BOYER	Céline	REC	Rec.	Reconquête	Reconquête !
81	02	2	F	DARMANI	Corinne	REG	Rés.	Droite	Résistons !
81	02	3	M	VOIZARD	Karl-Henri	ECO	Anim.	Divers	Parti animaliste
81	02	4	F	VERDIER-JOUCLAS	Marie-Christine	ENS	LRM-Ensemble	Ensemble	La République en marche
81	02	5	M	ENCONTRE	Joël	REG	PO	Régionalistes	Parti occitan
81	02	6	M	GIMENEZ SASTRE	Boris	DXG	LO	Extrême gauche	Lutte ouvrière
81	02	7	F	LADA	Fabienne Marie	ECO	écol.	Divers	divers écologistes
81	02	8	M	BACOU	Julien	RN	RN	Rassemblement national	Rassemblement national
81	02	9	F	MADESCLAIR	Sandrine	DVG	div. g.	Gauche	Divers gauche
81	02	10	F	CUNY	Pascale	DVG	FGR	Gauche	Fédération de la gauche républicaine
81	02	11	F	PONNELLE	Véronique	DSV	DLF	Extrême droite	Debout la France
81	02	12	F	ERODI	Karen	NUP	LFI-Nupes	Nupes	La France insoumise
81	03	1	M	LASSALLE	Julien	NUP	LFI-Nupes	Nupes	La France insoumise
81	03	2	F	BALESTAN	Ophélie	ECO	Anim.	Divers	Parti animaliste
81	03	3	F	CALLEJON	Virginie	RN	RN	Rassemblement national	Rassemblement national
81	03	4	F	CABANIS	Christelle	RDG	PRG	Gauche	Parti radical de gauche
81	03	5	M	TERLIER	Jean	ENS	LRM-Ensemble	Ensemble	La République en marche
81	03	6	F	REY	Sandra	DIV	Pirate	Divers	Parti Pirate
81	03	7	F	TRESSENS	Chantal	DXG	LO	Extrême gauche	Lutte ouvrière
81	03	8	M	CARAYON	Guilhem	LR	LR	LR-UDI	Les Républicains
81	03	9	M	LAPORTE	Pierre	DVD	div.	Divers	divers inclassable
81	03	10	F	PONCE	Laura	REC	Rec.	Reconquête	Reconquête !
81	03	11	F	DAUGE	Claire	REG	rég.	Régionalistes	régionalistes
82	01	1	M	DESCAZEAUX	Ghislain	DVG	div. g.	Gauche	Divers gauche
82	01	2	M	PERRINAUD	Dylan	DIV	Rés.	Droite	Résistons !
82	01	3	M	BENCHEKROUN	Chafik	DSV	DLF	Extrême droite	Debout la France
82	01	4	F	SIMONIN	Catherine	ENS	LRM-Ensemble	Ensemble	La République en marche
82	01	5	F	RABAULT	Valérie	NUP	PS-Nupes	Nupes	Parti socialiste
82	01	6	M	VIGOUROUX	Claude	LR	LR	LR-UDI	Les Républicains
82	01	7	M	POMA	Pierre	RN	RN	Rassemblement national	Rassemblement national
82	01	8	M	BLANCO	Richard	DXG	LO	Extrême gauche	Lutte ouvrière
82	01	9	F	LAFOND	Laurence	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
82	01	10	M	GRILHAULT DES FONTAINES	Jean-François	DIV	Agir	Centre	Agir
82	01	11	M	FRANCEZ-CHARLOT	Luc	REC	Rec.	Reconquête	Reconquête !
82	02	1	M	ASTRUC	Christian	ENS	Hor.-Ensemble	Ensemble	Horizons
82	02	2	F	HAMELET	Marine	RN	RN	Rassemblement national	Rassemblement national
82	02	3	F	AYMES	Claire	REG	PO	Régionalistes	Parti occitan
82	02	4	M	CASES	Frédéric	REC	Rec.	Reconquête	Reconquête !
82	02	5	F	RATSIMBA	Françoise	DXG	LO	Extrême gauche	Lutte ouvrière
82	02	6	M	JOUGLAR	Jean-Yves	DIV	MdR	Divers	Mouvement de la ruralité
82	02	7	M	LEVIEUX	Cédric	DIV	Pirate	Divers	Parti Pirate
82	02	8	F	MANCHADO	Nathalie	NUP	LFI-Nupes	Nupes	La France insoumise
82	02	9	F	PINEL	Sylvia	RDG	PRG	Gauche	Parti radical de gauche
83	01	1	F	BENOIT-LIZON	Françoise	ECO	Anim.	Divers	Parti animaliste
83	01	2	M	NAVARRANNE	Amaury	RN	RN	Rassemblement national	Rassemblement national
83	01	3	M	CHENEVARD	Yannick	ENS	LRM-Ensemble	Ensemble	La République en marche
83	01	4	M	HABOUZIT	Eric	NUP	LFI-Nupes	Nupes	La France insoumise
83	01	5	M	VITEL	Philippe	LR	LR	LR-UDI	Les Républicains
83	01	6	M	BOULANGER	Caroll	DIV	div.	Divers	divers inclassable
83	01	7	M	HENO	Philippe	REC	Rec.	Reconquête	Reconquête !
83	01	8	F	BALTY	Marie-Renée	DXG	LO	Extrême gauche	Lutte ouvrière
83	01	9	F	DUPONCHEL	Deborah	DSV	DLF	Extrême droite	Debout la France
83	01	10	F	GIANOLZO	Marie-Aurore	ECO	écol.	Divers	divers écologistes
83	02	1	F	LAVALETTE	Laure	RN	RN	Rassemblement national	Rassemblement national
83	02	2	F	CORNIL	Isaline	NUP	LFI-Nupes	Nupes	La France insoumise
83	02	3	M	JUVING-BRUNET	Alexandre	DXD	ext. d.	Extrême droite	divers extrême droite
83	02	4	F	PERRETO	Alexandra	ECO	écol.	Divers	divers écologistes
83	02	5	F	GAGO-CHIDAINE	Claire	REG	rég.	Régionalistes	régionalistes
83	02	6	F	FOURNIER	Myriam	DSV	Pat.	Extrême droite	Les Patriotes
83	02	7	F	BERTRAND	Aline	REC	Rec.	Reconquête	Reconquête !
83	02	8	M	ARGENTO	Julien	LR	LR	LR-UDI	Les Républicains
83	02	9	M	MUSSO	Ange	ENS	LRM-Ensemble	Ensemble	La République en marche
83	02	10	M	GONI	Jean-Claude	DIV	div.	Divers	divers inclassable
83	02	11	M	BOISSIN	Laurent	ECO	écol.	Divers	divers écologistes
83	02	12	M	BLANC	Pierre	ECO	Anim.	Divers	Parti animaliste
83	02	13	M	GHIOTTO	Jean-Michel	DXG	LO	Extrême gauche	Lutte ouvrière
83	03	1	F	ROLLAND	Delphine	REG	rég.	Régionalistes	régionalistes
83	03	2	M	DOMINIAK	Alexis	ECO	écol.	Divers	divers écologistes
83	03	3	M	DENIZART	Geoffrey	DSV	Pat.	Extrême droite	Les Patriotes
83	03	4	M	FIMBEL	Florian	DIV	div.	Divers	divers inclassable
83	03	5	F	BENYAMIN	Salomé	REC	Rec.	Reconquête	Reconquête !
83	03	6	F	MONFORT	Isabelle	ENS	LRM-Ensemble	Ensemble	La République en marche
83	03	7	M	CALABRO	Olivier	DVD	div. d.	Droite	divers droite
83	03	8	M	DEIDON	Pierre	DXG	LO	Extrême gauche	Lutte ouvrière
83	03	9	F	PEIRONET BREMOND	Julia	NUP	PS-Nupes	Nupes	Parti socialiste
83	03	10	M	GRÉGOIRE	Michel	ECO	div.	Divers	divers inclassable
83	03	11	F	STORTZ	Magalie	ECO	Anim.	Divers	Parti animaliste
83	03	12	F	RIALLAND	Valérie	LR	LR	LR-UDI	Les Républicains
83	03	13	M	RAMBAUD	Stephane	RN	RN	Rassemblement national	Rassemblement national
83	04	1	F	MAUBORGNE	Sereine	ENS	LRM-Ensemble	Ensemble	La République en marche
83	04	2	F	RIBEIRO TEIXEIRA	Sabrina	ECO	Anim.	Divers	Parti animaliste
83	04	3	F	CRISTOFANI-VIGLIONE	Sabine	NUP	LFI-Nupes	Nupes	La France insoumise
83	04	4	F	HAMEL	Marie-Christine	LR	LR	LR-UDI	Les Républicains
83	04	5	F	MOREL	Pascale	DXG	LO	Extrême gauche	Lutte ouvrière
83	04	6	F	TERRAZZONI	Valérie	ECO	div.	Divers	divers inclassable
83	04	7	F	SARRUT	Chantal	ECO	div.	Divers	divers inclassable
83	04	8	M	ZEMMOUR	Eric	REC	Rec.	Reconquête	Reconquête !
83	04	9	M	LOTTIAUX	Philippe	RN	RN	Rassemblement national	Rassemblement national
83	05	1	F	HOLLENDER	Nathalie	DXD	ext. d.	Extrême droite	divers extrême droite
83	05	2	M	LAROCHE	Baptiste	REC	Rec.	Reconquête	Reconquête !
83	05	3	M	HERVE	Joël	ECO	écol.	Divers	divers écologistes
83	05	4	M	CARAGUEL	Robert	NUP	LFI-Nupes	Nupes	La France insoumise
83	05	5	M	MAURIN	Jean-Marc	LR	LR	LR-UDI	Les Républicains
83	05	6	F	DES ACCORDS	Anne	DVD	div. d.	Droite	divers droite
83	05	7	F	AULOY	Brigitte	DSV	DLF	Extrême droite	Debout la France
83	05	8	M	KRANZER	Rémi	DXG	LO	Extrême gauche	Lutte ouvrière
83	05	9	F	LECHANTEUX	Julie	RN	RN	Rassemblement national	Rassemblement national
83	05	10	M	MALOT	Charles	ECO	EAC	Divers	Ecologie au centre
83	05	11	M	MICHEL-KLEISBAUER	Philippe	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
83	06	1	M	BOLLA	Alain	NUP	PCF-Nupes	Nupes	Parti communiste français
83	06	2	M	GUEYRARD	Louis	DXG	LO	Extrême gauche	Lutte ouvrière
83	06	3	M	THIERY	Jean-Christophe	DIV	div.	Divers	divers inclassable
83	06	4	F	LUCCIONI	Laurence	ECO	écol.	Divers	divers écologistes
83	06	5	F	LOPEZ	Chantal	DSV	DLF	Extrême droite	Debout la France
83	06	6	M	ROGIER	Daniel	DVG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
83	06	7	F	GOMEZ-BASSAC	Valérie	ENS	LRM-Ensemble	Ensemble	La République en marche
83	06	8	M	VIRRIAT	Joël	ECO	EAC	Divers	Ecologie au centre
83	06	9	M	CADE	Didier	REG	rég.	Régionalistes	régionalistes
83	06	10	M	RIGAUD	Hervé	ECO	Anim.	Divers	Parti animaliste
83	06	11	M	GILETTI	Frank	RN	RN	Rassemblement national	Rassemblement national
83	06	12	M	CONSTANS	Jean-Michel	LR	LR	LR-UDI	Les Républicains
83	06	13	F	LALESART	Elisabeth	REC	Rec.	Reconquête	Reconquête !
83	07	1	F	PERRU	Marie-Eve	DVC	écol.	Divers	divers écologistes
83	07	2	F	KOSCIELSKI	Laurile	ECO	EAC	Divers	Ecologie au centre
83	07	3	M	VINCENT	Romain	LR	LR	LR-UDI	Les Républicains
83	07	4	M	IANNESSI	Charles	REC	Rec.	Reconquête	Reconquête !
83	07	5	F	MUSCHOTTI	Cécile	ENS	LRM-Ensemble	Ensemble	La République en marche
83	07	6	F	BOUCHKARA	Basma	NUP	GE-Nupes	Nupes	Génération écologie
83	07	7	M	CANDIDO DA SILVA	Ricardo	DXG	LO	Extrême gauche	Lutte ouvrière
83	07	8	M	MONNIER	Louis	ECO	Anim.	Divers	Parti animaliste
83	07	9	F	CLANET	Régine	DSV	Pat.	Extrême droite	Les Patriotes
83	07	10	F	REANO	Bouchra	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
83	07	11	F	BERMUDEZ	Magali	DIV	div.	Divers	divers inclassable
83	07	12	M	BOCCALETTI	Frédéric	RN	RN	Rassemblement national	Rassemblement national
83	08	1	M	JUBLOT	Guillaume	LR	LR	LR-UDI	Les Républicains
83	08	2	M	REZK	Michel	DIV	MdR	Divers	Mouvement de la ruralité
83	08	3	M	MARTIN	Ludovic	DXG	LO	Extrême gauche	Lutte ouvrière
83	08	4	M	LE LOSTEC	Emmanuel	ECO	EAC	Divers	Ecologie au centre
83	08	5	F	CARBONNEL	Marie-Claire	REG	rég.	Régionalistes	régionalistes
83	08	6	M	SIMON	Stéphane	DSV	Pat.	Extrême droite	Les Patriotes
83	08	7	F	RAZEAU	Claudine	ECO	écol.	Divers	divers écologistes
83	08	8	M	SCHRECK	Philippe	RN	RN	Rassemblement national	Rassemblement national
83	08	9	F	JOUANNEAU	Catherine	NUP	LFI-Nupes	Nupes	La France insoumise
83	08	10	M	MATRAS	Fabien	ENS	LRM-Ensemble	Ensemble	La République en marche
83	08	11	F	LUCIDO	Vanessa	REC	Rec.	Reconquête	Reconquête !
83	08	12	F	BOURREAU	Virginie	ECO	Anim.	Divers	Parti animaliste
84	01	1	M	SCHMID	Denis	ECO	Anim.	Divers	Parti animaliste
84	01	2	F	CHATENAY	Christine	REG	PO-RPS	Régionalistes	Parti occitan
84	01	3	M	PASCAL	Philippe	DVG	div. g.	Gauche	Divers gauche
84	01	4	F	NAU	Ophélie	REC	Rec.	Reconquête	Reconquête !
84	01	5	M	LEMAIRE	Vincent	DVG	div. g.	Gauche	Divers gauche
84	01	6	F	ZITOUNI	Souad	ENS	LRM-Ensemble	Ensemble	La République en marche
84	01	7	M	RIZZA	Salvator	DXG	LO	Extrême gauche	Lutte ouvrière
84	01	8	M	HEBRARD	Joris	RN	RN	Rassemblement national	Rassemblement national
84	01	9	M	GESLIN	Stéphane	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
84	01	10	F	BROGI	Dominique	LR	LR	LR-UDI	Les Républicains
84	01	11	F	SEDDIK	Kheira	DVD	div. d.	Droite	divers droite
84	01	12	M	FARYSSY	Farid	NUP	LFI-Nupes	Nupes	La France insoumise
84	02	1	F	ALBERT	Sophia	ECO	Anim.	Divers	Parti animaliste
84	02	2	M	MANGIAVILLANO	Gérard	DXG	LO	Extrême gauche	Lutte ouvrière
84	02	3	M	RIGAULT	Stanislas	REC	Rec.	Reconquête	Reconquête !
84	02	4	F	AUZANOT	Bénédicte	RN	RN	Rassemblement national	Rassemblement national
84	02	5	M	DUCHEMIN	Sébastien	DSV	Pat.	Extrême droite	Les Patriotes
84	02	6	F	VIALA	Sylvie	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
84	02	7	F	LEON	Joséfa	ECO	écol.	Divers	divers écologistes
84	02	8	F	AMOROS	Elisabeth	LR	LR	LR-UDI	Les Républicains
84	02	9	M	GUILLAUMIN	Eric	DVC	div. c.	Centre	divers centre
84	02	10	M	SANDOZ	François	NUP	LFI-Nupes	Nupes	La France insoumise
84	02	11	F	PILLER	Agnès	ECO	EAC	Divers	Ecologie au centre
84	02	12	M	GAIFFE	Germain	DIV	div.	Divers	divers inclassable
84	03	1	M	MORENAS	Adrien	ENS	LRM-Ensemble	Ensemble	La République en marche
84	03	2	F	ROGIER	Patricia	ECO	Anim.	Divers	Parti animaliste
84	03	3	F	DUENAS	Muriel	NUP	PCF-Nupes	Nupes	Parti communiste français
84	03	4	M	DE LÉPINAU	Hervé	RN	RN	Rassemblement national	Rassemblement national
84	03	5	M	TONNAIRE	Christophe	LR	LR	LR-UDI	Les Républicains
84	03	6	M	GONTARD	Rolland	DIV	div.	Divers	divers inclassable
84	03	7	F	ROUGEAU	Sarah	ECO	EAC	Divers	Ecologie au centre
84	03	8	M	CHARBONNEL	Laurent	DSV	DLF	Extrême droite	Debout la France
84	03	9	M	HELLEU	Bertrand	DXG	LO	Extrême gauche	Lutte ouvrière
84	03	10	F	BONELLO	Chantal	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
84	03	11	F	VIVIER	Solène	REG	PO-RPS	Régionalistes	Parti occitan
84	03	12	M	MAUNIER	Bernard	ECO	écol.	Divers	divers écologistes
84	03	13	M	MONTAGARD	Christian	REC	Rec.	Reconquête	Reconquête !
84	04	1	F	RICHARD	Violaine	ENS	LRM-Ensemble	Ensemble	La République en marche
84	04	2	M	WAILLY	Jean-Marie	DIV	div.	Divers	divers inclassable
84	04	3	M	GOVERNATORI	Marc	ECO	EAC	Divers	Ecologie au centre
84	04	4	M	ROSSIN	Roger	LR	LR	LR-UDI	Les Républicains
84	04	5	F	HAUTANT	Anne-Marie	REG	PO-RPS	Régionalistes	Parti occitan
84	04	6	F	CARVOU	Betty	ECO	écol.	Divers	divers écologistes
84	04	7	M	PETILLOT	Nicolas	DXG	LO	Extrême gauche	Lutte ouvrière
84	04	8	M	RIGORD	Alexandre	ECO	Anim.	Divers	Parti animaliste
84	04	9	F	LORHO	Marie-France	RN	RN	Rassemblement national	Rassemblement national
84	04	10	F	GALVEZ	Monia	NUP	LFI-Nupes	Nupes	La France insoumise
84	05	1	M	BOURDIER	David	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
84	05	2	F	CELCE	Céline	NUP	Gen.-Nupes	Nupes	Génération.s
84	05	3	M	CHALENÇON	Christophe	DIV	div.	Divers	divers inclassable
84	05	4	M	PINON	Jean-Paul	ECO	Anim.	Divers	Parti animaliste
84	05	5	M	VINCETTI	Jean	ECO	écol.	Divers	divers écologistes
84	05	6	M	AUBERT	Julien	LR	LR	LR-UDI	Les Républicains
84	05	7	M	TRICHAUD	Jérémy	DSV	Pat.	Extrême droite	Les Patriotes
84	05	8	F	RODINSON	Claudine	DXG	LO	Extrême gauche	Lutte ouvrière
84	05	9	M	LOVISOLO	Jean-François	ENS	LRM-Ensemble	Ensemble	La République en marche
84	05	10	F	THOMAS DE MALEVILLE	Marie	RN	RN	Rassemblement national	Rassemblement national
84	05	11	F	CHAVRIER	Catherine	REC	Rec.	Reconquête	Reconquête !
85	01	1	F	N'DONG	Lilas	RN	RN	Rassemblement national	Rassemblement national
85	01	2	M	CAILLAUD	Laurent	LR	LR	LR-UDI	Les Républicains
85	01	3	F	SALAMA	Aya	DVG	div.	Divers	divers inclassable
85	01	4	M	PILET	Vincent	DVD	MdR	Divers	Mouvement de la ruralité
85	01	5	M	HEE	Jean-François	DSV	ext. d.	Extrême droite	divers extrême droite
85	01	6	M	LATOMBE	Philippe	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
85	01	7	F	ETONNO	Lucie	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
85	01	8	M	MAUVOISIN-DELAVAUD	Eric	REC	Rec.	Reconquête	Reconquête !
85	01	9	M	DUBOIS	Arthur	ECO	Anim.	Divers	Parti animaliste
85	01	10	M	DREYFUS	Etienne	DVG	ext. d.	Extrême droite	divers extrême droite
85	01	11	M	ROBIN	Gilles	DXG	LO	Extrême gauche	Lutte ouvrière
85	01	12	M	BOUYER	Alain	ECO	écol.	Divers	divers écologistes
85	02	1	F	ORIZET-VIEILLEFOND	Sophie	DVD	MdR	Divers	Mouvement de la ruralité
85	02	2	M	MARCHAND	Jérôme	ECO	Anim.	Divers	Parti animaliste
85	02	3	M	LOISEAU	Patrick	DVC	LRM dis.	Centre	dissident La République en marche
85	02	4	F	GRÉAU	Ninon	ECO	écol.	Divers	divers écologistes
85	02	5	F	BARILLOT	Sophie	DXG	LO	Extrême gauche	Lutte ouvrière
85	02	6	F	GHOUALI	Célia	DIV	Pirate	Divers	Parti Pirate
85	02	7	M	DE RUGY	Maxence	LR	LR	LR-UDI	Les Républicains
85	02	8	F	NEVEUX	Brigitte	REC	Rec.	Reconquête	Reconquête !
85	02	9	F	BELLAMY	Béatrice	ENS	Hor.-Ensemble	Ensemble	Horizons
85	02	10	M	JAMONNEAU	Benoît	DVG	souv.	Divers	divers souverainistes
85	02	11	M	HELARY	Nicolas	NUP	LFI-Nupes	Nupes	La France insoumise
85	02	12	F	CARPENTIER	Sophie	DSV	Pat.	Extrême droite	Les Patriotes
85	02	13	M	LALOUE	Franck	RN	RN	Rassemblement national	Rassemblement national
85	03	1	F	FILLET	Corinne	RN	RN	Rassemblement national	Rassemblement national
85	03	2	F	GUÉNOLÉ	Armelle	DSV	DLF	Extrême droite	Debout la France
85	03	3	M	BLANCHARD	Alain	LR	LR	LR-UDI	Les Républicains
85	03	4	M	FESTIEN	Philippe	DXG	LO	Extrême gauche	Lutte ouvrière
85	03	5	M	MAUGER	Aurélien	NUP	LFI-Nupes	Nupes	La France insoumise
85	03	6	M	ANDRE	Benjamin	ECO	écol.	Divers	divers écologistes
85	03	7	M	MOREAU	Jean-Baptiste	DVD	MdR	Divers	Mouvement de la ruralité
85	03	8	M	BUCHOU	Stéphane	ENS	LRM-Ensemble	Ensemble	La République en marche
85	04	1	M	DALCANTARA	Bruno	RN	RN	Rassemblement national	Rassemblement national
85	04	2	M	BABARIT	Théodore	ECO	écol.	Divers	divers écologistes
85	04	3	M	UMLIL	Amine	DSV	DLF	Extrême droite	Debout la France
85	04	4	M	MAROLLEAU	Erick	DVD	MdR	Divers	Mouvement de la ruralité
85	04	5	F	BESSE	Véronique	DVD	div. d.	Droite	divers droite
85	04	6	M	LE BARS	Denis	DVD	div. c.	Centre	divers centre
85	04	7	F	FOUQUET	Virginie	DVG	souv.	Divers	divers souverainistes
85	04	8	F	BOUR	Claude	DXG	LO	Extrême gauche	Lutte ouvrière
85	04	9	F	SAUVÊTRE	Céline	NUP	PCF-Nupes	Nupes	Parti communiste français
85	04	10	F	LEGUILLE-BALLOY	Martine	ENS	LRM-Ensemble	Ensemble	La République en marche
85	05	1	M	JIMENEZ	Jordi	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
85	05	2	M	HENRIET	Pierre	ENS	LRM-Ensemble	Ensemble	La République en marche
85	05	3	F	RUAULT	Béatrice	DXG	LO	Extrême gauche	Lutte ouvrière
85	05	4	M	DEBOUT	Benjamin	ECO	Anim.	Divers	Parti animaliste
85	05	5	F	THIBAUD-LALERE	Thimothée	NUP	LFI-Nupes	Nupes	La France insoumise
85	05	6	M	PERROY	Pierre	DVD	MdR	Divers	Mouvement de la ruralité
85	05	7	F	DELATRE	Sandrine	REC	Rec.	Reconquête	Reconquête !
85	05	8	M	LEGENTILHOMME	Jacqueline	DSV	DLF	Extrême droite	Debout la France
85	05	9	F	MAGNIN	Isabelle	RN	RN	Rassemblement national	Rassemblement national
85	05	10	F	THIBAUD	Yveline	LR	LR	LR-UDI	Les Républicains
86	01	1	M	GIRAUDET	Alexandre	ECO	EAC	Divers	Ecologie au centre
86	01	2	F	BALLET-BLU	Françoise	ENS	LRM-Ensemble	Ensemble	La République en marche
86	01	3	F	DE MASCUREAU	Marie-Aline	REC	Rec.	Reconquête	Reconquête !
86	01	4	M	COURTOIS	Kevin	RN	RN	Rassemblement national	Rassemblement national
86	01	5	M	GAILLARD	Ludovic	DXG	LO	Extrême gauche	Lutte ouvrière
86	01	6	F	BELLUCO	Lisa	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
86	01	7	F	FARINE	Elise	ECO	Anim.	Divers	Parti animaliste
86	01	8	M	LAADNANI	Idriss	DVG	ext. g.	Extrême gauche	autres extrême gauche
86	01	9	M	ASSOUMANI	Jeannot	DIV	UDMF	Divers	Union des démocrates musulmans français
86	01	10	F	JARRY	Corine	DSV	DLF	Extrême droite	Debout la France
86	01	11	M	NEVEUX	Jérôme	UDI	UDI	LR-UDI	Union des démocrates et indépendants
86	02	1	M	MAYENGA	Carridy	ECO	Anim.	Divers	Parti animaliste
86	02	2	M	BOUCHAREB	Frédéric	RDG	MdP	Gauche	Mouvement des progressistes
86	02	3	F	PROST	Marie Dolores	REC	Rec.	Reconquête	Reconquête !
86	02	4	F	SOUMAILLE	Valérie	NUP	LFI-Nupes	Nupes	La France insoumise
86	02	5	M	DESSAUX	Aurélien	DXD	div. d.	Droite	divers droite
86	02	6	F	DU CHAMBON	Roselyne	DSV	Pat.	Extrême droite	Les Patriotes
86	02	7	F	PHILIPPE	Céline	RN	RN	Rassemblement national	Rassemblement national
86	02	8	F	FERREIRA	Maryse	DVG	ext. g.	Extrême gauche	autres extrême gauche
86	02	9	F	CHAUVIN	Agnes	DXG	LO	Extrême gauche	Lutte ouvrière
86	02	10	M	HOULIÉ	Sacha	ENS	LRM-Ensemble	Ensemble	La République en marche
86	02	11	M	OUSSENI	Soifidine	DIV	UDMF	Divers	Union des démocrates musulmans français
